CodigoMateria,CodigoParlamentar,DataApresentacao
149730,5533,2022-12-15
149734,6269,2021-09-23
149734,6269,2021-09-23
149734,6269,2021-09-23
149734,6269,2021-09-23
149734,5281,2021-09-23
149734,5748,2021-09-23
149734,3830,2021-09-23
149734,4727,2021-09-23
149734,4573,2021-09-23
149734,4573,2021-09-23
149734,4573,2021-09-23
149734,5679,2021-09-23
149734,5679,2021-09-23
149734,5403,2021-09-24
149734,742,2021-09-24
149734,742,2021-09-24
149734,742,2021-09-24
149734,3777,2021-09-24
149734,4994,2021-09-24
149734,4994,2021-09-24
149734,6123,2021-09-24
149734,6123,2021-09-24
149734,5714,2021-09-24
149734,5714,2021-09-24
149734,5714,2021-09-24
149734,6109,2021-09-24
149734,6109,2021-09-24
149734,677,2021-09-24
149734,677,2021-09-24
149734,677,2021-09-24
149734,6123,2021-09-24
149734,6123,2021-09-24
149734,6079,2021-09-24
149734,6079,2021-09-24
149734,568,2021-09-24
149734,568,2021-09-24
149734,568,2021-09-24
149734,568,2021-09-24
149734,6042,2021-09-24
149734,568,2021-09-24
149734,1173,2021-09-24
149734,5827,2021-09-24
149734,,2021-10-06
149739,6338,2023-10-18
149739,6338,2023-10-18
149758,35,2021-11-30
149758,5008,2021-12-22
149758,5895,2022-06-01
149783,6057,2021-09-14
149783,,2022-02-11
149783,6082,2021-09-14
149783,6063,2021-09-14
149783,6294,2021-09-14
149783,6215,2021-09-14
149783,825,2021-09-14
149783,825,2021-09-14
149783,825,2021-09-14
149783,825,2021-09-14
149783,825,2021-09-14
149783,6069,2021-09-14
149783,6069,2021-09-14
149783,3876,2021-09-14
149783,3876,2021-09-14
149783,4696,2021-09-14
149783,3690,2021-09-15
149783,6187,2021-09-15
149783,581,2021-09-15
149783,5718,2021-09-15
149783,5535,2021-09-15
149783,713,2021-09-15
149783,5760,2021-09-15
149783,5760,2021-09-15
149783,5718,2021-09-15
149783,3883,2021-09-15
149783,5520,2021-09-15
149783,6027,2021-09-15
149783,6027,2021-09-15
149783,6161,2021-09-15
149783,6161,2021-09-15
149783,6161,2021-09-15
149783,6161,2021-09-15
149783,5783,2021-09-15
149783,5783,2021-09-15
149783,5411,2021-09-15
149783,5411,2021-09-15
149783,5411,2021-09-15
149783,5411,2021-09-15
149783,5806,2021-09-15
149783,5806,2021-09-15
149783,3883,2021-09-16
149783,4994,2021-09-16
149783,4994,2021-09-16
149783,6186,2021-09-16
149783,6158,2021-09-16
149783,5520,2021-09-16
149783,2329,2021-09-16
149783,2329,2021-09-16
149783,6215,2021-09-16
149783,6177,2021-09-16
149783,6256,2021-09-16
149783,6230,2021-09-16
149783,6230,2021-09-16
149783,6230,2021-09-16
149783,5008,2021-09-16
149783,6230,2021-09-16
149783,6234,2021-09-16
149783,6118,2021-09-16
149783,6118,2021-09-16
149783,6118,2021-09-16
149783,6118,2021-09-16
149783,6193,2021-09-16
149783,5386,2021-09-16
149783,5386,2021-09-16
149783,5386,2021-09-16
149783,6118,2021-09-16
149783,6123,2021-09-16
149783,5942,2021-09-16
149783,6256,2021-09-16
149783,5352,2021-09-16
149783,6256,2021-09-16
149783,6256,2021-09-16
149783,6256,2021-09-16
149783,4650,2021-09-16
149783,6215,2021-09-16
149783,5953,2021-09-16
149783,5338,2021-09-16
149783,5338,2021-09-16
149783,5338,2021-09-16
149783,5982,2021-09-16
149783,5261,2021-09-16
149783,6091,2021-09-16
149783,2331,2022-02-15
149783,5905,2022-02-15
149783,5376,2022-02-15
149849,5350,2021-09-21
149849,5350,2021-09-21
149849,5350,2021-09-21
149849,5350,2021-09-21
149849,5350,2021-09-21
149849,5350,2021-09-21
149849,5350,2021-09-21
149849,5718,2021-09-21
149849,5926,2021-09-22
149849,825,2021-09-21
149849,5533,2021-10-04
149849,5533,2021-10-04
149849,5533,2021-10-04
149849,3806,2021-10-06
149849,1186,2021-10-14
149849,1186,2021-10-14
149849,1186,2021-10-14
149849,1186,2021-10-14
149849,1186,2021-10-14
149849,945,2021-10-27
149849,5924,2022-11-29
149849,5924,2022-11-29
149849,5924,2022-11-29
149849,5895,2022-11-29
149849,5924,2023-03-29
149849,5924,2023-03-29
149849,5990,2023-04-11
149849,5990,2023-04-11
149849,5990,2023-04-11
149849,5990,2023-04-11
149849,5990,2023-04-11
149849,285,2023-04-26
149849,3777,2023-05-03
149849,5990,2023-05-16
149849,5990,2023-05-16
149849,5990,2023-05-16
149849,5990,2023-05-16
149849,5386,2023-06-07
149849,5990,2023-06-14
149849,5990,2023-06-14
149849,5990,2023-06-28
149849,5990,2023-08-15
149849,5990,2023-08-15
149849,5990,2023-08-15
149849,5990,2023-08-15
149849,5990,2023-08-15
149849,5895,2023-08-24
149849,5990,2023-09-11
149849,5990,2023-09-11
149849,5990,2023-09-11
149849,5990,2023-09-11
149849,5990,2023-09-11
149849,5990,2023-09-11
149849,5990,2023-09-13
149849,5990,2023-09-13
149849,5990,2023-09-13
149849,5990,2023-09-29
149849,5990,2023-09-29
149849,5990,2023-09-29
149849,5990,2023-10-18
149849,5990,2023-10-18
149861,,2021-09-13
149862,5529,2021-10-05
149862,5385,2021-10-26
149862,3396,2021-10-28
149862,825,2021-11-22
149862,5627,2021-11-23
149862,5627,2021-11-23
149862,5627,2021-11-23
149862,5627,2021-11-23
149862,825,2021-11-23
149862,825,2021-11-23
149862,825,2021-11-23
149862,825,2021-11-23
149862,825,2021-11-23
149862,825,2021-11-23
149862,6027,2021-11-24
149862,5411,2021-11-24
149862,5411,2021-11-24
149862,5411,2021-11-24
149862,5411,2021-11-24
149862,5411,2021-11-24
149862,5411,2021-11-24
149862,5411,2021-11-24
149862,2331,2021-11-24
149862,4770,2021-11-24
149862,4770,2021-11-24
149862,4770,2021-11-24
149862,4770,2021-11-24
149862,581,2021-11-24
149862,581,2021-11-24
149862,878,2021-11-24
149862,581,2021-11-24
149862,581,2021-11-24
149862,5627,2021-11-24
149862,5350,2021-11-30
149862,6295,2021-11-30
149862,6295,2021-11-30
149862,6295,2021-11-30
149862,5990,2021-12-02
149862,5990,2021-12-02
149862,878,2021-12-07
149862,5411,2021-12-10
149862,6295,2021-12-14
149862,6295,2021-12-14
149862,4770,2021-12-14
149871,1173,2022-03-25
149871,677,2022-04-05
149919,5976,2023-03-17
149919,5976,2023-03-17
149919,5976,2023-03-17
149919,5976,2023-03-17
149919,5976,2023-03-17
149919,825,2023-05-25
149919,825,2023-05-25
149933,6341,2023-03-28
149933,6341,2023-03-28
149933,6341,2023-03-28
149933,6341,2023-03-28
149933,5953,2023-04-04
149933,5953,2023-04-04
149933,5953,2023-04-04
149933,5894,2023-04-11
149933,5895,2023-05-10
149933,5895,2023-05-10
149933,5895,2023-05-10
150059,2331,2022-02-08
150059,5008,2022-02-08
150059,5008,2022-02-08
150059,5008,2022-02-08
150059,5008,2022-02-08
150059,5008,2022-02-08
150059,5718,2022-02-14
150059,4770,2022-02-15
150059,5905,2022-02-15
150060,4770,2022-02-21
150060,5376,2022-02-21
150060,5376,2022-02-21
150077,5523,2023-09-01
150077,5523,2023-09-01
150077,5523,2023-09-01
150077,6331,2023-10-19
150109,5936,2021-12-06
150109,5899,2021-12-07
150109,5322,2021-12-08
150109,5322,2021-12-08
150109,2331,2021-12-09
150211,2331,2022-04-26
150211,2331,2022-04-26
150214,5718,2022-06-06
150214,5718,2022-06-06
150214,3806,2022-07-05
150214,3806,2022-07-05
150214,3806,2022-07-05
150246,5976,2021-10-27
150246,945,2021-10-28
150246,5976,2021-10-28
150285,5557,2022-02-18
150289,581,2022-03-23
150289,581,2022-03-23
150289,581,2022-03-23
150289,581,2022-03-23
150293,5411,2022-11-24
150293,5411,2022-11-24
150296,4560,2023-11-09
150298,5905,2023-05-31
150309,4770,2021-10-18
150309,4770,2021-10-18
150321,5627,2022-06-29
150322,5936,2022-12-01
150340,5990,2023-03-13
150340,5748,2023-03-14
150340,5376,2023-03-14
150351,5895,2023-06-23
150351,5895,2023-06-23
150351,5736,2023-09-11
150351,5736,2023-09-11
150351,5736,2023-09-12
150351,5748,2023-09-13
150362,2331,2021-11-24
150410,5988,2023-10-03
150411,5502,2022-07-22
150411,5982,2022-08-03
150411,1186,2022-08-03
150427,5585,2022-03-07
150427,2331,2022-03-07
150427,2331,2022-03-07
150427,4531,2022-03-07
150427,5352,2022-03-07
150427,5953,2022-03-07
150427,5953,2022-03-07
150427,5953,2022-03-07
150427,5627,2022-03-07
150456,5736,2023-10-04
150456,5736,2023-10-04
150456,5736,2023-10-04
150508,1186,2022-06-29
150535,5953,2021-12-14
150541,5338,2021-11-03
150541,5797,2021-11-03
150541,581,2021-11-04
150541,5012,2022-03-21
150541,945,2022-03-21
150554,5942,2023-06-12
150561,374,2022-06-20
150561,4770,2022-06-29
150589,742,2021-11-09
150589,4727,2021-11-09
150589,4727,2021-11-09
150589,4727,2021-11-09
150589,4727,2021-11-09
150589,5247,2021-11-09
150589,5899,2021-11-09
150589,5899,2021-11-09
150589,5402,2021-11-09
150589,5402,2021-11-09
150589,5402,2021-11-09
150589,5281,2021-11-09
150589,5281,2021-11-09
150589,5748,2021-11-09
150589,5748,2021-11-09
150589,5585,2021-11-09
150589,5585,2021-11-09
150589,6251,2021-11-09
150589,6251,2021-11-09
150589,5247,2021-11-09
150589,2331,2021-11-09
150589,2331,2021-11-09
150589,2331,2021-11-09
150589,2331,2021-11-09
150589,2331,2021-11-09
150589,2331,2021-11-09
150589,2331,2021-11-09
150589,2331,2021-11-09
150589,2331,2021-11-09
150589,2331,2021-11-09
150589,6251,2021-11-09
150589,6251,2021-11-09
150589,5231,2021-11-09
150589,3811,2021-11-09
150589,3811,2021-11-09
150589,3811,2021-11-09
150589,3811,2021-11-09
150589,3811,2021-11-09
150589,3811,2021-11-09
150589,3811,2021-11-09
150589,3811,2021-11-09
150589,3811,2021-11-09
150607,5352,2021-11-08
150645,5936,2022-03-24
150685,2331,2022-03-22
150685,5959,2022-03-29
150891,,2021-11-18
150947,5953,2022-03-14
150964,825,2022-03-04
150965,5953,2021-12-09
150965,2331,2021-12-09
150995,6098,2021-11-25
150995,5895,2021-11-25
150995,945,2021-11-25
150995,6229,2021-11-26
150995,6229,2021-11-26
150995,6229,2021-11-26
150995,70,2021-11-26
150995,5982,2021-11-27
150995,5982,2021-11-27
150995,5012,2021-11-28
150995,677,2021-11-28
150995,5924,2021-11-29
150995,5236,2021-11-29
150995,5338,2021-11-29
150995,6027,2021-11-29
150995,6019,2021-11-29
150995,5627,2021-11-29
150995,677,2021-11-29
150995,677,2021-11-29
150995,5627,2021-11-29
150995,6233,2021-11-29
150995,6019,2021-11-29
151008,5990,2023-06-19
151008,5502,2023-06-27
151020,5783,2021-12-14
151020,5281,2021-12-16
151024,5895,2021-12-01
151048,6027,2022-06-06
151048,4770,2022-06-09
151048,5352,2022-06-13
151048,3777,2022-06-22
151048,4770,2022-06-22
151048,4770,2022-06-22
151048,5748,2022-07-05
151048,5422,2022-07-12
151048,5422,2022-07-12
151077,6340,2023-08-23
151112,742,2023-09-12
151132,5411,2021-12-08
151132,2331,2021-12-08
151132,5953,2021-12-08
151132,5352,2021-12-08
151132,5352,2021-12-08
151132,1186,2021-12-08
151133,2331,2021-12-08
151133,5627,2021-12-15
151133,5627,2021-12-15
151133,5895,2022-05-19
151133,5385,2022-05-19
151133,5895,2022-05-23
151149,,2021-10-13
151152,,2021-12-06
151159,825,2021-12-07
151159,2329,2021-12-07
151159,,2022-04-13
151159,5760,2021-12-08
151159,6243,2021-12-08
151159,6243,2021-12-08
151159,5823,2021-12-08
151159,6027,2021-12-08
151159,5352,2021-12-08
151159,5642,2021-12-08
151159,6055,2021-12-08
151159,6055,2021-12-08
151159,6140,2021-12-08
151159,825,2021-12-08
151159,5411,2021-12-09
151159,5411,2021-12-09
151159,5411,2021-12-09
151159,6170,2021-12-09
151159,6170,2021-12-09
151159,3787,2021-12-09
151159,3787,2021-12-09
151159,5760,2021-12-09
151159,5760,2021-12-09
151159,5942,2021-12-09
151159,6140,2021-12-09
151159,6309,2021-12-09
151159,4696,2021-12-09
151159,581,2021-12-09
151159,6114,2021-12-09
151159,6081,2021-12-09
151159,6081,2021-12-09
151159,6140,2021-12-09
151159,6235,2021-12-09
151159,6235,2021-12-09
151159,6235,2021-12-09
151159,6167,2021-12-09
151159,5247,2021-12-09
151159,5982,2021-12-09
151159,5982,2021-12-09
151159,5982,2021-12-09
151159,6236,2021-12-09
151159,6278,2021-12-09
151159,35,2021-12-09
151159,35,2021-12-09
151159,35,2021-12-09
151159,35,2021-12-09
151159,4770,2021-12-09
151159,4770,2021-12-09
151159,4770,2021-12-09
151159,4770,2021-12-09
151159,677,2021-12-09
151159,677,2021-12-09
151159,677,2021-12-09
151159,5292,2021-12-09
151159,1186,2021-12-09
151159,1186,2021-12-09
151159,1186,2021-12-09
151159,1186,2021-12-09
151159,5936,2022-04-18
151159,2331,2022-04-18
151188,360,2021-12-08
151188,5823,2021-12-08
151188,5823,2021-12-08
151188,,2022-04-22
151188,5760,2021-12-08
151188,5718,2021-12-08
151188,6185,2021-12-08
151188,5411,2021-12-09
151188,5411,2021-12-09
151188,5411,2021-12-09
151188,825,2021-12-09
151188,825,2021-12-09
151188,825,2021-12-09
151188,825,2021-12-09
151188,6170,2021-12-09
151188,6170,2021-12-09
151188,423,2021-12-09
151188,5338,2021-12-09
151188,5338,2021-12-09
151188,5338,2021-12-09
151188,5338,2021-12-09
151188,5338,2021-12-09
151188,374,2021-12-09
151188,374,2021-12-09
151188,374,2021-12-09
151188,374,2021-12-09
151188,5292,2021-12-09
151188,5942,2021-12-09
151188,5942,2021-12-09
151188,4531,2021-12-10
151188,6170,2021-12-10
151188,6170,2021-12-10
151188,6170,2021-12-10
151188,6170,2021-12-10
151188,6077,2021-12-10
151188,3787,2021-12-10
151188,3787,2021-12-10
151188,3787,2021-12-10
151188,3787,2021-12-10
151188,374,2021-12-10
151188,6140,2021-12-10
151188,6256,2021-12-10
151188,6123,2021-12-10
151188,35,2021-12-10
151188,6256,2021-12-10
151188,6256,2021-12-10
151188,6256,2021-12-10
151188,345,2021-12-10
151188,6235,2021-12-10
151188,6140,2021-12-10
151188,6140,2021-12-10
151188,5982,2021-12-10
151188,5982,2021-12-10
151188,5982,2021-12-10
151188,5982,2021-12-10
151188,5982,2021-12-10
151188,5982,2021-12-10
151188,5982,2021-12-10
151188,5982,2021-12-10
151188,5982,2021-12-10
151188,5982,2021-12-10
151188,6133,2021-12-10
151188,6235,2021-12-10
151188,6235,2021-12-10
151188,6235,2021-12-10
151188,6235,2021-12-10
151188,6235,2021-12-10
151188,6235,2021-12-10
151188,6235,2021-12-10
151188,6235,2021-12-10
151188,6114,2021-12-10
151188,6114,2021-12-10
151188,6278,2021-12-10
151188,6278,2021-12-10
151188,6117,2021-12-10
151188,6081,2021-12-10
151188,6081,2021-12-10
151188,6081,2021-12-10
151188,6081,2021-12-10
151188,6235,2021-12-10
151188,5783,2021-12-10
151188,5783,2021-12-10
151188,5783,2021-12-10
151188,5783,2021-12-10
151188,6081,2021-12-10
151188,6081,2021-12-10
151188,6081,2021-12-10
151188,6081,2021-12-10
151188,6081,2021-12-10
151188,6081,2021-12-10
151188,4770,2021-12-10
151188,4770,2021-12-10
151188,4770,2021-12-10
151188,5936,2022-04-25
151188,5936,2022-04-25
151188,825,2022-04-25
151188,825,2022-04-25
151188,2331,2022-04-25
151188,2331,2022-04-25
151188,2331,2022-04-25
151188,6027,2022-04-25
151188,5376,2022-04-26
151199,22,2021-12-08
151199,825,2021-12-09
151199,5895,2021-12-09
151199,825,2021-12-09
151199,4770,2021-12-09
151199,5967,2021-12-09
151199,5936,2021-12-09
151254,5953,2022-02-15
151254,825,2022-02-15
151254,825,2022-02-15
151254,825,2022-02-15
151254,2331,2022-02-15
151254,1173,2022-02-15
151254,5376,2022-02-15
151264,4770,2022-04-12
151264,4770,2022-04-12
151264,5988,2022-04-12
151264,3396,2022-04-18
151264,3777,2022-04-18
151270,2331,2021-12-14
151274,581,2022-02-14
151274,2331,2022-02-15
151296,6118,2021-12-16
151296,5335,2021-12-16
151296,6314,2021-12-16
151296,6109,2021-12-17
151296,6228,2021-12-17
151296,1186,2021-12-17
151296,5411,2021-12-17
151296,826,2021-12-17
151296,,2022-05-05
151309,345,2022-12-20
151316,475,2022-12-01
151367,2331,2022-02-08
151380,2331,2022-05-23
151380,,2022-05-24
151394,,2021-12-17
151397,5895,2022-05-16
151397,2331,2022-05-16
151397,5376,2022-05-17
151397,5012,2022-05-17
151427,5982,2022-03-09
151427,2331,2022-03-09
151427,5953,2022-03-09
151427,5953,2022-03-09
151427,5627,2022-03-09
151427,5008,2022-03-11
151438,4650,2022-02-02
151438,5953,2022-02-03
151444,6217,2022-02-01
151444,6217,2022-02-02
151444,6217,2022-02-01
151444,5781,2022-02-01
151444,6257,2022-02-01
151444,5335,2022-02-01
151444,6217,2022-02-02
151444,6217,2022-02-01
151444,6257,2022-02-02
151444,6249,2022-02-02
151444,6249,2022-02-02
151444,5781,2022-02-02
151444,4727,2022-02-02
151444,5348,2022-02-02
151444,5348,2022-02-02
151444,5348,2022-02-02
151444,6087,2022-02-02
151444,5338,2022-02-02
151444,5338,2022-02-02
151444,5338,2022-02-02
151444,5338,2022-02-02
151444,5338,2022-02-02
151444,5338,2022-02-02
151444,5338,2022-02-02
151444,5338,2022-02-02
151444,5338,2022-02-02
151444,5338,2022-02-02
151444,6229,2022-02-02
151444,6229,2022-02-02
151444,6082,2022-02-02
151444,6082,2022-02-02
151444,6082,2022-02-02
151444,6036,2022-02-02
151444,6036,2022-02-02
151444,5368,2022-02-02
151444,5368,2022-02-02
151444,5368,2022-02-02
151444,5368,2022-02-02
151444,5988,2022-02-02
151444,5348,2022-02-02
151444,581,2022-02-02
151444,581,2022-02-02
151444,581,2022-02-02
151444,6036,2022-02-02
151444,6036,2022-02-02
151444,6036,2022-02-02
151444,6036,2022-02-02
151444,6036,2022-02-02
151444,6036,2022-02-02
151444,6036,2022-02-02
151444,6036,2022-02-02
151444,6043,2022-02-02
151444,6043,2022-02-02
151444,6043,2022-02-02
151444,6043,2022-02-02
151444,6043,2022-02-02
151444,6043,2022-02-02
151444,6043,2022-02-02
151444,6043,2022-02-02
151444,6179,2022-02-02
151444,5335,2022-02-02
151444,5781,2022-02-02
151444,5781,2022-02-02
151444,5781,2022-02-02
151444,5781,2022-02-02
151444,344,2022-02-02
151444,5811,2022-02-02
151444,5811,2022-02-02
151444,5811,2022-02-02
151444,5811,2022-02-02
151444,5368,2022-02-02
151444,6179,2022-02-02
151444,6179,2022-02-02
151444,4632,2022-02-02
151444,4632,2022-02-02
151444,6179,2022-02-02
151444,6095,2022-02-02
151444,6095,2022-02-02
151444,4727,2022-02-02
151444,4727,2022-02-02
151444,6104,2022-02-03
151444,5321,2022-02-03
151444,6047,2022-02-03
151444,6047,2022-02-03
151444,4630,2022-02-03
151444,4630,2022-02-03
151444,5352,2022-02-03
151444,4630,2022-02-03
151444,6270,2022-02-03
151444,6270,2022-02-03
151444,6179,2022-02-03
151444,6179,2022-02-03
151444,6270,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,5283,2022-02-03
151444,6257,2022-02-03
151444,6257,2022-02-03
151444,5714,2022-02-03
151444,5714,2022-02-03
151444,5714,2022-02-03
151444,5714,2022-02-03
151444,5714,2022-02-03
151444,5714,2022-02-03
151444,4714,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,6220,2022-02-03
151444,6220,2022-02-03
151444,6220,2022-02-03
151444,6220,2022-02-03
151444,6220,2022-02-03
151444,6220,2022-02-03
151444,6220,2022-02-03
151444,6220,2022-02-03
151444,6220,2022-02-03
151444,6215,2022-02-03
151444,6179,2022-02-03
151444,6117,2022-02-03
151444,6117,2022-02-03
151444,6117,2022-02-03
151444,6117,2022-02-03
151444,6117,2022-02-03
151444,6068,2022-02-03
151444,5714,2022-02-03
151444,6257,2022-02-03
151444,6257,2022-02-03
151444,374,2022-02-03
151444,374,2022-02-03
151444,374,2022-02-03
151444,6257,2022-02-03
151444,3786,2022-02-03
151444,3786,2022-02-03
151444,3786,2022-02-03
151444,6249,2022-02-03
151444,6249,2022-02-03
151444,4727,2022-02-03
151444,6257,2022-02-03
151444,6054,2022-02-03
151444,6054,2022-02-03
151444,6054,2022-02-03
151444,6054,2022-02-03
151444,6054,2022-02-03
151444,6269,2022-02-03
151444,6269,2022-02-03
151444,6269,2022-02-03
151444,6269,2022-02-03
151444,4690,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,22,2022-02-03
151444,6095,2022-02-03
151444,6095,2022-02-03
151444,6095,2022-02-03
151444,6095,2022-02-03
151444,6095,2022-02-03
151444,6117,2022-02-03
151444,3876,2022-02-03
151444,3876,2022-02-03
151444,5640,2022-02-03
151444,6228,2022-02-03
151444,5745,2022-02-03
151444,6237,2022-02-03
151444,6237,2022-02-03
151444,6147,2022-02-03
151444,6147,2022-02-03
151444,6147,2022-02-03
151444,6147,2022-02-03
151444,6047,2022-02-03
151444,6179,2022-02-03
151444,6228,2022-02-03
151444,6228,2022-02-03
151444,3876,2022-02-03
151444,5692,2022-02-03
151444,5692,2022-02-03
151444,5692,2022-02-03
151444,6228,2022-02-03
151444,6257,2022-02-03
151444,3690,2022-02-03
151444,5341,2022-02-03
151444,5768,2022-02-03
151444,6100,2022-02-03
151444,4714,2022-02-03
151444,6100,2022-02-03
151444,6100,2022-02-03
151444,6100,2022-02-03
151444,6100,2022-02-03
151444,859,2022-02-03
151444,5953,2022-02-03
151444,5953,2022-02-03
151444,5953,2022-02-03
151444,5953,2022-02-03
151444,5953,2022-02-03
151444,6228,2022-02-03
151444,6143,2022-02-03
151444,6136,2022-02-03
151444,374,2022-02-03
151444,374,2022-02-03
151444,374,2022-02-03
151444,6143,2022-02-03
151444,6143,2022-02-03
151444,6143,2022-02-03
151444,6143,2022-02-03
151444,6136,2022-02-03
151444,4727,2022-02-03
151444,6100,2022-02-03
151444,374,2022-02-03
151444,6197,2022-02-03
151444,6197,2022-02-03
151444,5714,2022-02-03
151444,5714,2022-02-03
151444,5714,2022-02-03
151444,6185,2022-02-03
151444,6185,2022-02-03
151444,6185,2022-02-03
151444,6185,2022-02-03
151444,6185,2022-02-03
151444,6143,2022-02-03
151444,6143,2022-02-03
151444,6143,2022-02-03
151444,4770,2022-02-03
151444,4770,2022-02-03
151444,5300,2022-02-03
151444,1186,2022-02-03
151444,6228,2022-02-03
151444,6047,2022-02-03
151444,5781,2022-02-03
151444,374,2022-02-03
151444,374,2022-02-03
151444,374,2022-02-03
151444,374,2022-02-03
151444,374,2022-02-03
151444,374,2022-02-03
151444,374,2022-02-03
151444,374,2022-02-03
151444,374,2022-02-03
151444,6130,2022-02-03
151444,6202,2022-02-03
151444,5982,2022-02-03
151444,5982,2022-02-03
151444,6307,2022-02-03
151444,6307,2022-02-03
151444,6307,2022-02-03
151444,6103,2022-02-03
151444,6103,2022-02-03
151444,6103,2022-02-03
151444,6103,2022-02-03
151444,6103,2022-02-03
151444,6223,2022-02-03
151444,6223,2022-02-03
151444,6223,2022-02-03
151444,6223,2022-02-03
151444,6223,2022-02-03
151444,6223,2022-02-03
151444,6223,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6103,2022-02-03
151444,4770,2022-02-03
151444,6222,2022-02-03
151444,6269,2022-02-03
151444,6269,2022-02-03
151444,5262,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,6225,2022-02-03
151444,5790,2022-02-03
151444,5350,2022-05-12
151444,5988,2022-05-16
151444,6008,2022-05-17
151444,5535,2022-05-17
151444,5988,2022-05-17
151444,4560,2022-05-18
151444,4560,2022-05-18
151444,1173,2022-05-19
151444,1186,2022-05-19
151444,1186,2022-05-19
151444,1186,2022-05-19
151444,374,2022-05-20
151444,374,2022-05-20
151444,374,2022-05-20
151444,5898,2022-05-23
151444,2331,2022-05-24
151444,2331,2022-05-24
151444,5376,2022-05-24
151444,5936,2022-05-24
151444,4770,2022-05-24
151444,5502,2022-05-24
151444,3806,2022-05-24
151444,3806,2022-05-24
151444,5988,2022-05-25
151444,5988,2022-05-25
151444,3806,2022-05-25
151449,5335,2022-02-01
151449,5335,2022-02-01
151449,5335,2022-02-01
151449,5335,2022-02-01
151449,5335,2022-02-01
151449,,2022-04-28
151449,825,2022-02-01
151449,825,2022-02-01
151449,825,2022-02-01
151449,825,2022-02-01
151449,825,2022-02-01
151449,825,2022-02-01
151449,825,2022-02-01
151449,825,2022-02-01
151449,825,2022-02-01
151449,825,2022-02-01
151449,825,2022-02-01
151449,5335,2022-02-01
151449,6186,2022-02-01
151449,5642,2022-02-02
151449,6118,2022-02-02
151449,6118,2022-02-02
151449,5272,2022-02-02
151449,6069,2022-02-02
151449,4994,2022-02-02
151449,5788,2022-02-02
151449,5788,2022-02-02
151449,5788,2022-02-02
151449,5811,2022-02-02
151449,5811,2022-02-02
151449,4684,2022-02-02
151449,4684,2022-02-02
151449,4684,2022-02-02
151449,22,2022-02-02
151449,6044,2022-02-02
151449,4696,2022-02-03
151449,4696,2022-02-03
151449,3876,2022-02-03
151449,3876,2022-02-03
151449,6215,2022-02-03
151449,6215,2022-02-03
151449,6215,2022-02-03
151449,6215,2022-02-03
151449,6215,2022-02-03
151449,6215,2022-02-03
151449,6215,2022-02-03
151449,6215,2022-02-03
151449,6215,2022-02-03
151449,6215,2022-02-03
151449,6215,2022-02-03
151449,3786,2022-02-03
151449,3786,2022-02-03
151449,3786,2022-02-03
151449,3786,2022-02-03
151449,5341,2022-02-03
151449,5341,2022-02-03
151449,6215,2022-02-03
151449,6179,2022-02-03
151449,6179,2022-02-03
151449,6038,2022-02-03
151449,6038,2022-02-03
151449,6038,2022-02-03
151449,6215,2022-02-03
151449,6211,2022-02-03
151449,6211,2022-02-03
151449,5985,2022-02-03
151449,6211,2022-02-03
151449,6211,2022-02-03
151449,6215,2022-02-03
151449,6215,2022-02-03
151449,5953,2022-02-03
151449,2329,2022-02-03
151449,2329,2022-02-03
151449,2329,2022-02-03
151449,2329,2022-02-03
151449,2329,2022-02-03
151449,2329,2022-02-03
151449,6123,2022-02-03
151449,6184,2022-02-03
151449,5271,2022-02-03
151449,5012,2022-02-03
151449,5012,2022-02-03
151449,6215,2022-02-03
151449,3786,2022-02-03
151449,3786,2022-02-03
151449,4696,2022-02-03
151449,5311,2022-02-03
151449,4610,2022-05-03
151449,825,2022-05-10
151449,825,2022-05-10
151449,825,2022-05-10
151449,825,2022-05-10
151449,825,2022-05-10
