CodigoMateria,CodigoParlamentar,DataApresentacao
141375,825,2020-06-01
141375,825,2020-06-01
141375,825,2020-06-01
141375,825,2020-06-01
141375,5895,2020-06-01
141375,5502,2020-06-01
141375,677,2020-06-01
141375,5422,2020-06-02
141375,5953,2020-06-03
141375,5953,2020-06-03
141375,5953,2020-06-03
141375,4770,2020-06-03
141375,4770,2020-06-03
141375,2331,2020-06-03
141375,5783,2020-06-04
141375,5783,2020-06-04
141375,5783,2020-06-04
141375,5783,2020-06-04
141375,5783,2020-06-04
141375,4981,2020-06-04
141375,5905,2020-06-04
141375,5905,2020-06-04
141375,5905,2020-06-04
141375,4981,2020-06-04
141375,3806,2020-06-04
141375,5783,2020-06-05
141375,5783,2020-06-05
141375,4981,2020-06-08
141375,4981,2020-06-08
141375,4981,2020-06-08
141375,4981,2020-06-08
141375,6295,2020-06-08
141375,825,2020-06-08
141375,22,2020-06-09
141375,5666,2020-06-09
141375,4770,2020-06-09
141375,2331,2020-06-09
141375,5666,2020-06-10
141375,5905,2020-06-10
141375,90,2020-06-10
141375,4770,2020-06-10
141375,5585,2020-06-10
141375,5585,2020-06-10
141375,4981,2020-06-10
141375,5953,2020-06-10
141375,5748,2020-06-10
141375,581,2020-06-10
141375,581,2020-06-10
141375,581,2020-06-10
141375,5411,2020-06-10
141375,5411,2020-06-10
141375,5411,2020-06-10
141375,5953,2020-06-10
141375,5979,2020-06-10
141375,5979,2020-06-10
141375,5979,2020-06-10
141375,5979,2020-06-10
141375,5979,2020-06-10
141375,5979,2020-06-10
141375,5979,2020-06-10
141375,5979,2020-06-10
141375,825,2020-06-10
141375,751,2020-06-10
141375,751,2020-06-10
141375,825,2020-06-10
141375,4770,2020-06-10
141375,581,2020-06-10
141375,581,2020-06-10
141375,5718,2020-06-10
141375,374,2020-06-10
141375,581,2020-06-10
141375,374,2020-06-10
141397,5533,2020-04-06
141397,5627,2020-04-06
141397,5670,2020-04-06
141397,5657,2020-04-06
141397,5657,2020-04-06
141397,5657,2020-04-06
141397,5657,2020-04-06
141397,5657,2020-04-06
141397,6167,2020-04-06
141397,6167,2020-04-06
141397,6167,2020-04-06
141397,6167,2020-04-06
141397,6167,2020-04-06
141397,6236,2020-04-06
141397,6236,2020-04-06
141397,6236,2020-04-06
141397,6236,2020-04-06
141397,6236,2020-04-06
141397,4727,2020-04-06
141397,5656,2020-04-06
141397,5656,2020-04-06
141397,5656,2020-04-06
141397,5352,2020-04-06
141397,5311,2020-04-06
141397,5656,2020-04-06
141397,6278,2020-04-06
141397,,2020-07-22
141397,6278,2020-04-06
141397,6278,2020-04-06
141397,6278,2020-04-06
141397,6278,2020-04-06
141397,6114,2020-04-06
141397,6114,2020-04-06
141397,6114,2020-04-06
141397,6114,2020-04-06
141397,6114,2020-04-06
141397,6038,2020-04-06
141397,6038,2020-04-06
141397,6038,2020-04-06
141397,6038,2020-04-06
141397,6038,2020-04-06
141397,6038,2020-04-06
141397,5261,2020-04-06
141397,5261,2020-04-06
141397,5261,2020-04-06
141397,5261,2020-04-06
141397,5012,2020-04-06
141397,2329,2020-04-06
141397,2329,2020-04-06
141397,885,2020-04-06
141397,885,2020-04-06
141397,885,2020-04-06
141397,6134,2020-04-06
141397,885,2020-04-06
141397,885,2020-04-06
141397,5352,2020-04-06
141397,2331,2020-07-27
141397,,2020-07-31
141415,423,2020-04-04
141415,5819,2020-04-06
141415,825,2020-04-06
141415,825,2020-04-06
141415,825,2020-04-06
141415,825,2020-04-06
141415,825,2020-04-06
141415,5708,2020-04-06
141415,5708,2020-04-06
141415,5708,2020-04-06
141415,5708,2020-04-06
141415,5708,2020-04-06
141415,5376,2020-04-06
141415,5672,2020-04-06
141415,5338,2020-04-06
141415,5338,2020-04-06
141415,5338,2020-04-06
141415,5731,2020-04-06
141415,5411,2020-04-06
141415,4320,2020-04-06
141415,,2020-07-01
141415,4320,2020-04-06
141415,5708,2020-04-06
141415,5409,2020-04-06
141415,5346,2020-04-06
141415,5346,2020-04-06
141415,5346,2020-04-06
141415,5346,2020-04-06
141415,6087,2020-04-06
141415,6070,2020-04-07
141415,6070,2020-04-07
141415,6070,2020-04-07
141415,6070,2020-04-07
141415,6070,2020-04-07
141415,6070,2020-04-07
141415,5350,2020-04-07
141415,4696,2020-04-07
141415,4696,2020-04-07
141415,6095,2020-04-07
141415,3679,2020-04-07
141415,5760,2020-04-07
141415,5760,2020-04-07
141415,5335,2020-04-07
141415,825,2020-04-07
141415,6104,2020-04-07
141415,6104,2020-04-07
141415,6043,2020-04-07
141415,6104,2020-04-07
141415,6104,2020-04-07
141415,6104,2020-04-07
141415,345,2020-04-07
141415,739,2020-04-07
141415,4320,2020-04-07
141415,4320,2020-04-07
141415,5311,2020-04-07
141415,5311,2020-04-07
141415,5311,2020-04-07
141415,5311,2020-04-07
141415,5311,2020-04-07
141415,5311,2020-04-07
141415,5311,2020-04-07
141415,5311,2020-04-07
141415,5311,2020-04-07
141415,5311,2020-04-07
141415,5806,2020-04-07
141415,4821,2020-04-07
141415,4821,2020-04-07
141415,4821,2020-04-07
141415,4821,2020-04-07
141415,4821,2020-04-07
141415,5804,2020-04-07
141415,4320,2020-04-07
141415,5815,2020-04-07
141415,5751,2020-04-07
141415,5411,2020-04-07
141415,5411,2020-04-07
141415,5411,2020-04-07
141415,5657,2020-04-07
141415,5657,2020-04-07
141415,5657,2020-04-07
141415,5657,2020-04-07
141415,5657,2020-04-07
141415,5826,2020-04-07
141415,6140,2020-04-07
141415,3787,2020-04-07
141415,6140,2020-04-07
141415,5352,2020-04-07
141415,5352,2020-04-07
141415,3765,2020-04-07
141415,6140,2020-04-07
141415,5335,2020-04-07
141415,5335,2020-04-07
141415,6087,2020-04-07
141415,6278,2020-04-07
141415,6278,2020-04-07
141415,6278,2020-04-07
141415,6278,2020-04-07
141415,6278,2020-04-07
141415,6080,2020-04-07
141415,6091,2020-04-07
141415,4573,2020-04-07
141415,6067,2020-04-07
141415,5335,2020-04-07
141415,4573,2020-04-07
141415,6224,2020-04-07
141415,6071,2020-04-07
141415,5495,2020-04-07
141415,5783,2020-04-07
141415,6093,2020-04-07
141415,5495,2020-04-07
141415,3883,2020-04-07
141415,3883,2020-04-07
141415,5495,2020-04-07
141415,6167,2020-04-07
141415,6167,2020-04-07
141415,6167,2020-04-07
141415,6167,2020-04-07
141415,6167,2020-04-07
141415,5495,2020-04-07
141415,5012,2020-04-07
141415,5012,2020-04-07
141415,5012,2020-04-07
141415,5012,2020-04-07
141415,5012,2020-04-07
141415,5495,2020-04-07
141415,5495,2020-04-07
141415,5217,2020-04-07
141415,4811,2020-04-07
141415,4588,2020-04-07
141415,5495,2020-04-07
141415,5216,2020-04-07
141415,5292,2020-04-07
141415,5292,2020-04-07
141415,5292,2020-04-07
141415,5292,2020-04-07
141415,5292,2020-04-07
141415,5265,2020-04-07
141415,5708,2020-04-07
141415,5493,2020-04-07
141415,6170,2020-04-07
141415,6170,2020-04-07
141415,6170,2020-04-07
141415,6170,2020-04-07
141415,6182,2020-04-07
141415,6182,2020-04-07
141415,6182,2020-04-07
141415,6182,2020-04-07
141415,6182,2020-04-07
141415,5493,2020-04-07
141415,6114,2020-04-07
141415,6114,2020-04-07
141415,6114,2020-04-07
141415,6114,2020-04-07
141415,5493,2020-04-07
141415,5656,2020-04-07
141415,5656,2020-04-07
141415,5656,2020-04-07
141415,5656,2020-04-07
141415,5656,2020-04-07
141415,5656,2020-04-07
141415,5656,2020-04-07
141415,5656,2020-04-07
141415,5656,2020-04-07
141415,2324,2020-04-07
141415,2324,2020-04-07
141415,2324,2020-04-07
141415,2324,2020-04-07
141415,2324,2020-04-07
141415,2324,2020-04-07
141415,5493,2020-04-07
141415,412,2020-04-07
141415,5493,2020-04-07
141415,5493,2020-04-07
141415,5709,2020-04-07
141415,5709,2020-04-07
141415,5942,2020-04-07
141415,4981,2020-04-07
141415,4981,2020-04-07
141415,4981,2020-04-07
141415,4981,2020-04-07
141415,4981,2020-04-07
141415,4981,2020-04-07
141415,4981,2020-04-07
141415,5493,2020-04-07
141415,4690,2020-04-07
141415,5719,2020-04-07
141415,5311,2020-04-07
141415,5261,2020-04-07
141415,5976,2020-04-07
141415,5216,2020-04-07
141415,5976,2020-04-07
141415,4727,2020-04-07
141415,6102,2020-04-07
141415,6236,2020-04-07
141415,6236,2020-04-07
141415,6236,2020-04-07
141415,6236,2020-04-07
141415,6236,2020-04-07
141415,6047,2020-04-07
141415,5300,2020-04-07
141415,5300,2020-04-07
141415,5300,2020-04-07
141415,5300,2020-04-07
141415,5300,2020-04-07
141415,5300,2020-04-07
141415,5300,2020-04-07
141415,6156,2020-04-07
141415,6156,2020-04-07
141415,6156,2020-04-07
141415,6156,2020-04-07
141415,6215,2020-04-07
141415,6038,2020-04-07
141415,6038,2020-04-07
141415,6038,2020-04-07
141415,6038,2020-04-07
141415,6038,2020-04-07
141415,5238,2020-04-07
141415,5238,2020-04-07
141415,1168,2020-04-07
141415,1168,2020-04-07
141415,6114,2020-04-07
141415,885,2020-04-07
141415,6203,2020-04-07
141415,885,2020-04-07
141415,5640,2020-04-07
141415,5238,2020-04-07
141415,5238,2020-04-07
141415,5335,2020-04-07
141415,5335,2020-04-07
141415,885,2020-04-07
141415,885,2020-04-07
141415,885,2020-04-07
141415,6053,2020-04-07
141415,6053,2020-04-07
141415,6053,2020-04-07
141415,6053,2020-04-07
141415,5899,2020-04-07
141415,6237,2020-04-07
141415,5982,2020-04-07
141415,5982,2020-04-07
141415,5982,2020-04-07
141415,5335,2020-04-07
141415,6081,2020-04-07
141415,6081,2020-04-07
141415,6081,2020-04-07
141415,5793,2020-04-07
141415,5627,2020-04-07
141415,5656,2020-04-07
141415,6138,2020-04-07
141415,6138,2020-04-07
141415,6138,2020-04-07
141415,5627,2020-04-07
141415,6235,2020-04-07
141415,6235,2020-04-07
141415,6235,2020-04-07
141415,5339,2020-04-07
141415,5339,2020-04-07
141415,5339,2020-04-07
141415,5339,2020-04-07
141415,5339,2020-04-07
141415,5339,2020-04-07
141415,5701,2020-04-07
141415,22,2020-07-08
141415,825,2020-07-09
141415,5352,2020-07-09
141415,22,2020-07-10
141415,22,2020-07-10
141415,5350,2020-07-13
141415,1249,2020-07-13
141415,2331,2020-07-13
141415,5385,2020-07-13
141415,5953,2020-07-15
141415,5953,2020-07-15
141415,5953,2020-07-15
141415,5953,2020-07-15
141415,581,2020-07-15
141415,739,2020-07-15
141415,581,2020-07-15
141415,5783,2020-07-15
141415,4994,2020-07-15
141415,4994,2020-07-15
141415,4994,2020-07-15
141415,,2020-07-30
141417,825,2020-04-06
141417,825,2020-04-06
141417,825,2020-04-06
141417,5346,2020-04-06
141417,5346,2020-04-06
141417,5346,2020-04-06
141417,5346,2020-04-06
141417,4746,2020-04-07
141417,4746,2020-04-07
141417,5806,2020-04-07
141417,5751,2020-04-07
141417,4746,2020-04-07
141417,4746,2020-04-07
141417,4746,2020-04-07
141417,4746,2020-04-07
141417,4746,2020-04-07
141417,4746,2020-04-07
141417,6226,2020-04-07
141417,6226,2020-04-07
141417,3855,2020-04-07
141417,3855,2020-04-07
141417,3855,2020-04-07
141417,4676,2020-04-07
141417,4676,2020-04-07
141417,4676,2020-04-07
141417,4676,2020-04-07
141417,4588,2020-04-07
141417,4588,2020-04-07
141417,4588,2020-04-07
141417,6278,2020-04-07
141417,,2020-07-30
141417,6278,2020-04-07
141417,6278,2020-04-07
141417,6278,2020-04-07
141417,6278,2020-04-07
141417,6278,2020-04-07
141417,4588,2020-04-07
141417,4588,2020-04-07
141417,5656,2020-04-07
141417,5656,2020-04-07
141417,5656,2020-04-07
141417,5656,2020-04-07
141417,5656,2020-04-07
141417,6114,2020-04-07
141417,6114,2020-04-07
141417,6114,2020-04-07
141417,6114,2020-04-07
141417,6114,2020-04-07
141417,6114,2020-04-07
141417,5411,2020-04-07
141417,1173,2020-04-07
141417,1173,2020-04-07
141417,1173,2020-04-07
141417,5942,2020-04-07
141417,6044,2020-04-07
141417,5403,2020-04-07
141417,2324,2020-04-07
141417,2324,2020-04-07
141417,2324,2020-04-07
141417,2324,2020-04-07
141417,2324,2020-04-07
141417,2324,2020-04-07
141417,5656,2020-04-07
141417,5656,2020-04-07
141417,5656,2020-04-07
141417,5656,2020-04-07
141417,825,2020-04-07
141417,825,2020-04-07
141417,825,2020-04-07
141417,6079,2020-04-07
141417,4994,2020-04-07
141417,5982,2020-04-07
141417,5982,2020-04-07
141417,6236,2020-04-07
141417,6236,2020-04-07
141417,6236,2020-04-07
141417,6236,2020-04-07
141417,6236,2020-04-07
141417,5657,2020-04-07
141417,5657,2020-04-07
141417,5657,2020-04-07
141417,5657,2020-04-07
141417,5657,2020-04-07
141417,6226,2020-04-07
141417,6156,2020-04-07
141417,5718,2020-04-07
141417,5708,2020-04-07
141417,4821,2020-04-07
141417,4821,2020-04-07
141417,4821,2020-04-07
141417,4821,2020-04-07
141417,4821,2020-04-07
141417,4821,2020-04-07
141417,4821,2020-04-07
141417,4821,2020-04-07
141417,6226,2020-04-07
141417,6226,2020-04-07
141417,5708,2020-04-07
141417,6038,2020-04-07
141417,6038,2020-04-07
141417,6038,2020-04-07
141417,6038,2020-04-07
141417,6038,2020-04-07
141417,6038,2020-04-07
141417,6236,2020-04-07
141417,5979,2020-04-07
141417,5979,2020-04-07
141417,5979,2020-04-07
141417,5979,2020-04-07
141417,5657,2020-04-07
141417,2324,2020-04-07
141417,2324,2020-04-07
141417,6124,2020-04-07
141417,6055,2020-04-07
141417,6055,2020-04-07
141417,885,2020-04-07
141417,885,2020-04-07
141417,6203,2020-04-07
141417,885,2020-04-07
141417,885,2020-04-07
141417,885,2020-04-07
141417,885,2020-04-07
141417,6203,2020-04-07
141417,6203,2020-04-07
141417,5656,2020-04-07
141417,6138,2020-04-07
141417,6138,2020-04-07
141417,6235,2020-04-07
141417,5495,2020-04-07
141417,5953,2020-07-30
141417,5953,2020-07-30
141417,5953,2020-07-30
141417,5953,2020-07-30
141417,2331,2020-07-30
141417,5953,2020-07-30
141417,5953,2020-07-30
141417,5953,2020-07-30
141417,,2020-08-04
141423,4994,2020-04-17
141423,35,2020-04-17
141423,5627,2020-04-20
141423,5998,2020-04-20
141423,35,2020-04-20
141423,6205,2020-04-20
141423,5998,2020-04-20
141423,6134,2020-04-22
141426,5585,2020-05-26
141426,1186,2020-06-01
141426,3806,2020-06-09
141436,5350,2020-05-12
141436,5350,2020-05-12
141436,2331,2020-05-12
141436,5666,2020-05-12
141436,5976,2020-05-13
141436,5959,2020-05-13
141436,5008,2020-05-13
141436,5008,2020-05-13
141436,5008,2020-05-13
141436,5008,2020-05-13
141436,825,2020-05-13
141436,677,2020-05-13
141436,581,2020-05-13
141436,581,2020-05-13
141436,581,2020-05-13
141436,2331,2020-05-14
141436,825,2020-05-14
141436,825,2020-05-14
141436,6295,2020-05-14
141436,5953,2020-05-14
141436,5953,2020-05-14
141436,5008,2020-05-14
141436,5953,2020-05-14
141436,5352,2020-05-14
141436,5905,2020-05-14
141436,5905,2020-05-14
141436,5895,2020-05-14
141436,5967,2020-05-14
141436,5540,2020-05-14
141436,5376,2020-05-14
141436,3806,2020-05-14
141436,5627,2020-05-14
141436,3396,2020-05-14
141436,5783,2020-05-14
141436,5985,2020-05-14
141436,5953,2020-05-14
141436,1173,2020-05-27
141436,5352,2020-05-28
141436,5411,2020-05-28
141436,1249,2020-05-28
141436,1249,2020-05-28
141436,5905,2020-05-28
141436,5012,2020-05-28
141436,5012,2020-05-28
141436,5012,2020-05-28
141436,35,2020-05-28
141437,677,2020-05-18
141437,825,2020-05-18
141437,825,2020-05-18
141437,825,2020-05-18
141437,825,2020-05-18
141437,2331,2020-05-18
141437,2331,2020-05-18
141437,1173,2020-05-20
141437,374,2020-05-20
141437,374,2020-05-20
141437,374,2020-05-20
141437,5012,2020-05-20
141437,5012,2020-05-20
141437,5942,2020-05-20
141437,5411,2020-05-20
141437,1249,2020-05-20
141437,581,2020-05-20
141437,4531,2020-05-20
141437,5627,2020-05-20
141437,5627,2020-05-20
141437,5627,2020-05-20
141437,5352,2020-05-20
141437,5352,2020-05-20
141437,4981,2020-05-20
141437,5953,2020-05-20
141437,374,2020-05-20
141437,5627,2020-05-20
141439,825,2020-05-18
141439,2331,2020-05-20
141439,581,2020-05-21
141439,581,2020-05-21
141439,5718,2020-05-21
141439,5953,2020-05-21
141439,5953,2020-05-21
141439,5953,2020-05-21
141439,5783,2020-05-21
141439,5985,2020-05-21
141439,5953,2020-05-21
141439,5953,2020-05-21
141439,5627,2020-05-21
141512,5953,2020-06-02
141512,5953,2020-06-02
141512,5718,2020-06-02
141512,1173,2020-06-03
141512,1249,2020-06-03
141512,5352,2020-06-03
141512,5352,2020-06-03
141512,5905,2020-06-03
141512,5352,2020-06-03
141524,4320,2020-05-05
141524,4320,2020-05-05
141524,4320,2020-05-05
141524,4727,2020-05-05
141524,4727,2020-05-05
141524,4727,2020-05-05
141524,6051,2020-05-05
141540,2331,2021-03-10
141540,5718,2021-03-11
141555,5535,2020-08-06
141555,2331,2020-08-06
141555,2331,2020-08-06
141555,5352,2020-08-06
141555,5012,2020-08-06
141571,5967,2020-04-17
141571,285,2020-04-20
141571,470,2020-04-20
141571,5924,2020-04-20
141571,5533,2020-04-23
141571,35,2020-04-28
141571,6295,2020-04-28
141571,2331,2020-04-28
141571,2331,2020-04-28
141571,2331,2020-04-29
141571,2331,2020-04-29
141571,2331,2020-04-29
141571,2331,2020-04-29
141571,2331,2020-04-29
141571,4981,2020-04-29
141571,2331,2020-04-29
141571,2331,2020-04-29
141571,470,2020-04-29
141571,5422,2020-04-29
141571,2331,2020-04-30
141571,5899,2020-04-30
141571,4770,2020-04-30
141571,4770,2020-04-30
141571,2331,2020-04-30
141571,5953,2020-04-30
141571,5959,2020-04-30
141571,5540,2020-04-30
141571,5953,2020-04-30
141571,3806,2020-04-30
141571,5942,2020-04-30
141571,5953,2020-04-30
141571,5895,2020-04-30
141571,5982,2020-04-30
141571,4770,2020-04-30
141571,4770,2020-05-01
141571,4770,2020-05-01
141571,5666,2020-05-01
141571,5666,2020-05-01
141571,5666,2020-05-01
141571,5666,2020-05-01
141571,751,2020-05-01
141571,4770,2020-05-01
141571,4770,2020-05-01
141571,2331,2020-05-01
141571,2331,2020-05-01
141571,2331,2020-05-01
141571,2331,2020-05-01
141571,2331,2020-05-01
141571,2331,2020-05-01
141571,2331,2020-05-01
141571,2331,2020-05-01
141571,2331,2020-05-01
141571,5236,2020-05-01
141571,5926,2020-05-01
141571,5926,2020-05-01
141571,1173,2020-05-01
141571,1173,2020-05-01
141571,1173,2020-05-01
141571,470,2020-05-01
141571,5012,2020-05-01
141571,5748,2020-05-01
141571,5748,2020-05-01
141571,5748,2020-05-01
141571,5748,2020-05-01
141571,5748,2020-05-01
141571,5748,2020-05-01
141571,5926,2020-05-01
141571,5535,2020-05-01
141571,5535,2020-05-01
141571,2331,2020-05-01
141571,677,2020-05-01
141571,5350,2020-05-01
141571,35,2020-05-01
141571,4770,2020-05-01
141571,5236,2020-05-01
141571,677,2020-05-01
141571,5523,2020-05-01
141571,5523,2020-05-01
141571,470,2020-05-01
141571,5899,2020-05-01
141571,5899,2020-05-01
141571,5783,2020-05-01
141571,751,2020-05-01
141571,5783,2020-05-01
141571,5783,2020-05-01
141571,5783,2020-05-01
141571,5783,2020-05-01
141571,5783,2020-05-01
141571,5783,2020-05-01
141571,4770,2020-05-01
141571,742,2020-05-01
141571,742,2020-05-01
141571,742,2020-05-01
141571,581,2020-05-01
141571,5982,2020-05-01
141571,5982,2020-05-01
141571,5982,2020-05-01
141571,5982,2020-05-01
141571,5352,2020-05-02
141571,5352,2020-05-02
141571,5352,2020-05-02
141571,5352,2020-05-02
141571,5352,2020-05-02
141571,5352,2020-05-02
141571,5352,2020-05-02
141571,5352,2020-05-02
141571,5352,2020-05-02
141571,5352,2020-05-02
141571,5352,2020-05-02
141571,5352,2020-05-02
141571,90,2020-05-02
141571,5666,2020-05-02
141571,5012,2020-05-02
141571,5012,2020-05-02
141571,5012,2020-05-02
141571,5012,2020-05-02
141571,5012,2020-05-02
141571,5012,2020-05-02
141571,5012,2020-05-02
141571,5012,2020-05-02
141571,5012,2020-05-02
141571,5012,2020-05-02
141571,5998,2020-05-02
141571,5352,2020-05-02
141571,2331,2020-05-02
141571,2331,2020-05-02
141571,2331,2020-05-02
141571,945,2020-05-02
141571,945,2020-05-02
141571,5926,2020-05-02
141571,5953,2020-05-02
141571,5953,2020-05-02
141571,5953,2020-05-02
141571,5953,2020-05-02
141571,5953,2020-05-02
141571,5411,2020-05-02
141571,5411,2020-05-02
141571,4531,2020-05-02
141571,5411,2020-05-02
141571,5976,2020-05-02
141571,5942,2020-05-02
141571,5012,2020-05-02
141571,5008,2020-05-02
141571,5352,2020-05-02
141571,5531,2020-05-02
141571,5531,2020-05-02
141571,5531,2020-05-02
141571,677,2020-05-02
141571,5585,2020-05-02
141571,5718,2020-05-02
141571,5585,2020-05-02
141571,5959,2020-05-02
141571,5718,2020-05-02
141571,5953,2020-05-02
141571,5953,2020-05-02
141571,5953,2020-05-02
141571,5953,2020-05-02
141571,4525,2020-05-02
141571,345,2020-05-02
141571,2331,2020-05-02
141571,2331,2020-05-02
141571,2331,2020-05-02
141571,3777,2020-05-02
141571,3777,2020-05-02
141571,3777,2020-05-02
141571,3777,2020-05-02
141571,3777,2020-05-02
141571,5008,2020-05-02
141571,5008,2020-05-02
141571,581,2020-05-02
141571,5352,2020-05-02
141571,5718,2020-05-02
141571,5352,2020-05-02
141571,5411,2020-05-02
141571,581,2020-05-02
141571,581,2020-05-02
141571,581,2020-05-02
141571,581,2020-05-02
141571,581,2020-05-02
141571,581,2020-05-02
141571,581,2020-05-02
141571,581,2020-05-02
141571,475,2020-05-02
141571,5352,2020-05-02
141571,5976,2020-05-02
141571,5585,2020-05-02
141571,2331,2020-05-02
141571,5899,2020-05-02
141571,5899,2020-05-02
141571,5899,2020-05-02
141571,5352,2020-05-02
141571,5352,2020-05-02
141571,2331,2020-05-02
141571,751,2020-05-02
141571,5985,2020-05-02
141571,5748,2020-05-02
141571,5352,2020-05-02
141571,3396,2020-05-02
141571,3396,2020-05-02
141571,5012,2020-05-02
141571,5012,2020-05-02
141571,581,2020-05-02
141572,5386,2023-06-19
141614,,2020-04-17
141639,4531,2020-06-02
141639,5627,2020-06-02
141639,5718,2020-06-02
141639,5352,2020-06-03
141639,1249,2020-06-03
141639,5988,2020-06-03
141639,5988,2020-06-03
141639,5988,2020-06-03
141639,1173,2020-06-03
141639,5352,2020-06-03
141657,5988,2023-03-27
141659,5988,2023-10-17
141659,5988,2023-10-17
141669,4770,2021-04-06
141669,2331,2021-04-06
141669,5982,2021-04-06
141669,5982,2021-04-06
141669,6027,2021-04-06
141669,5905,2021-04-06
141669,5982,2021-04-06
141669,5376,2021-04-06
141669,5953,2021-04-06
141669,5979,2021-04-06
141702,825,2020-05-25
141702,5352,2020-05-25
141702,5322,2020-05-26
141702,5988,2020-05-26
141702,5988,2020-05-26
141702,2331,2020-05-26
141702,5411,2020-05-26
141702,5976,2020-05-26
141702,5895,2020-05-26
141702,5982,2020-05-26
141723,5008,2020-08-04
141723,3806,2020-08-20
141723,5953,2020-08-20
141723,5899,2020-08-20
141723,2331,2020-08-20
141723,5585,2020-08-20
141753,6242,2020-04-30
141753,5311,2020-04-30
141753,6113,2020-04-30
141753,4696,2020-04-30
141753,4696,2020-04-30
141753,677,2020-05-02
141753,6069,2020-05-02
141753,6069,2020-05-02
141753,825,2020-05-02
141753,825,2020-05-02
141753,825,2020-05-02
141753,769,2020-05-04
141753,3851,2020-05-04
141753,3851,2020-05-04
141753,6064,2020-05-04
141753,6167,2020-05-04
141753,6167,2020-05-04
141753,6167,2020-05-04
141753,6167,2020-05-04
141753,6103,2020-05-04
141753,6134,2020-05-04
141753,6292,2020-05-04
141753,345,2020-05-04
141753,6098,2020-05-04
141753,5411,2020-05-04
141753,5411,2020-05-04
141753,5411,2020-05-04
141753,6243,2020-05-04
141753,3676,2020-05-04
141753,3676,2020-05-04
141753,5008,2020-05-04
141753,5008,2020-05-04
141753,6249,2020-05-04
141753,6098,2020-05-04
141753,,2020-08-25
141753,4588,2020-05-04
141753,4588,2020-05-04
141753,5352,2020-05-04
141753,5352,2020-05-04
141753,5352,2020-05-04
141753,5352,2020-05-04
141753,5352,2020-05-04
141753,5709,2020-05-04
141753,3787,2020-05-04
141753,3787,2020-05-04
141753,5821,2020-05-04
141753,5821,2020-05-04
141753,374,2020-05-04
141753,374,2020-05-04
141753,374,2020-05-04
141753,374,2020-05-04
141753,374,2020-05-04
141753,885,2020-05-04
141753,885,2020-05-04
141753,885,2020-05-04
141753,885,2020-05-04
141753,6114,2020-05-04
141753,6114,2020-05-04
141753,6114,2020-05-04
141753,6114,2020-05-04
141753,5657,2020-05-04
141753,5657,2020-05-04
141753,5657,2020-05-04
141753,5657,2020-05-04
141753,6278,2020-05-04
141753,6278,2020-05-04
141753,6278,2020-05-04
141753,6278,2020-05-04
141753,5311,2020-05-04
141753,6127,2020-05-04
141753,825,2020-05-04
141753,825,2020-05-04
141753,825,2020-05-04
141753,825,2020-05-04
141753,825,2020-05-04
141753,825,2020-05-04
141753,6236,2020-05-04
141753,6236,2020-05-04
141753,6236,2020-05-04
141753,6236,2020-05-04
141753,5296,2020-05-04
141753,6081,2020-05-04
141753,4821,2020-05-04
141753,4821,2020-05-04
141753,4821,2020-05-04
141753,4821,2020-05-04
141753,677,2020-05-04
141753,6257,2020-05-04
141753,6257,2020-05-04
141753,5386,2020-05-04
141753,5804,2020-05-04
141753,6185,2020-05-04
141753,5012,2020-05-04
141753,5012,2020-05-04
141753,5012,2020-05-04
141753,4588,2020-05-04
141753,6138,2020-05-04
141753,6138,2020-05-04
141753,5292,2020-05-04
141753,5292,2020-05-04
141753,6156,2020-05-04
141753,5718,2020-05-04
141753,2324,2020-05-04
141753,2324,2020-05-04
141753,2324,2020-05-04
141753,2324,2020-05-04
141753,5292,2020-05-04
141753,5292,2020-05-04
141753,6081,2020-05-04
141753,6131,2020-05-04
141753,6131,2020-05-04
141753,6131,2020-05-04
141753,5656,2020-05-05
141753,5656,2020-05-05
141753,5656,2020-05-05
141753,5656,2020-05-05
141753,5656,2020-05-05
141753,5656,2020-05-05
141753,5656,2020-05-05
141753,5656,2020-05-05
141753,5656,2020-05-05
141753,5656,2020-05-05
141753,5656,2020-05-05
141753,5656,2020-05-05
141753,5656,2020-05-05
141753,5982,2020-05-05
141753,5982,2020-05-05
141753,5411,2020-08-26
141756,2331,2020-05-13
141756,677,2020-05-15
141756,5529,2020-05-18
141756,5533,2020-05-19
141756,90,2020-05-18
141756,90,2020-05-19
141756,1173,2020-05-19
141756,5525,2020-05-19
141756,2331,2020-05-19
141756,5540,2020-05-19
141756,3806,2020-05-19
141756,5905,2020-05-19
141756,5967,2020-05-19
141756,5411,2020-05-19
141756,751,2020-05-19
141756,1186,2020-05-20
141756,5718,2020-05-20
141756,5540,2020-05-20
141813,2331,2020-05-15
141813,2331,2020-05-15
141813,677,2020-05-15
141813,2331,2020-05-19
141813,825,2020-06-29
141813,4981,2020-09-09
141813,5350,2020-09-09
141813,5012,2020-09-09
141813,5376,2020-09-09
141813,5376,2020-09-09
141813,5352,2020-09-09
141813,5718,2020-09-09
141813,4531,2020-09-09
141813,1249,2020-09-09
141813,5352,2020-09-09
141813,5979,2020-09-09
141814,5718,2020-05-05
141814,5953,2020-05-05
141814,825,2020-05-05
141814,825,2020-05-05
141814,825,2020-05-05
141814,5718,2020-05-05
141814,5953,2020-05-05
141815,5998,2020-05-11
141815,5350,2020-05-11
141815,5350,2020-05-11
141815,5666,2020-05-11
